Experiment#,GroupR,IndividualR,Concept1,Concept2,ConceptRatio
1,0.8907298,0.7332949,0.09068726638788432,0.06728881877801364,0.741987507818444
2,0.8802906,0.7311028,0.04478671657497804,0.2080848210265396,4.646128069651679
3,0.8890445,0.73784286,0.078840274775722,0.04362950982299761,0.5533911436396064
4,0.80982333,0.68586904,0.05283747806080662,0.03848225249188688,0.7283135740808938
5,0.9130035,0.75317013,0.19256198186748388,0.0778972099164948,0.4045305784716197
6,0.8163189,0.6932784,0.07351207807738368,0.03803766772611391,0.5174342600691133
7,0.8817937,0.7275814,0.06498705695061929,0.16887883748404536,2.5986534151310883
8,0.90596503,0.741785,0.1810037653445145,0.05585069584134794,0.30856096134267824
9,0.88980526,0.7369715,0.13227879298052328,0.06256860553074298,0.4730055674151455
10,0.90193474,0.7421105,0.14756427347664652,0.06990296873201884,0.47371201094336474
11,0.81073594,0.68830353,0.04735356573073611,0.05161743666783456,1.090043291804969
12,0.89184916,0.7409577,0.07897532764723299,0.06927991787497953,0.8772349534836891
13,0.8095981,0.6839277,0.0374814883668151,0.03379835183720034,0.9017345177552851
14,0.915074,0.75562894,0.10885133253200394,0.07380198203645902,0.6780071526892895
15,0.86580265,0.7305602,0.06688407713269674,0.02947079656278808,0.4406250011391886
16,0.8877095,0.7337467,0.054466590392352465,0.07977544990745118,1.4646675940752898
17,0.8826971,0.72919756,0.07881529510772307,0.06529539577157903,0.8284609691854184
18,0.81189466,0.6783604,0.072735149852552,0.035034033478392,0.4816657908784495
19,0.90279645,0.74308205,0.21622980481612428,0.06514775709826709,0.3012894413592377
20,0.8953469,0.7446112,0.08590740326590843,0.0705193676299678,0.8208764896744676
