Experiment#,GroupR,IndividualR,Concept1,Concept2,ConceptRatio
1,0.8837672,0.7290837,0.17879197577798772,0.04801834152337696,0.26857101004914796
2,0.885903,0.7553133,0.1379892322718787,0.014056934549860726,0.10186979316012498
3,0.89038134,0.7347399,0.11604089239019207,0.054801792229344885,0.47226276100214487
4,0.9139847,0.76402783,0.1547426505757573,0.02961393254664402,0.19137537347627334
5,0.89719844,0.7524706,0.08055700048296763,0.03606885027951637,0.44774321366573844
6,0.84721667,0.68868136,0.08189089429158629,0.03763927482574276,0.4596271069127881
7,0.8904213,0.7499144,0.14306113848508892,0.011475502318903208,0.08021397313358641
8,0.90471566,0.7531045,0.11284820293323893,0.03746793146554027,0.33202063029489554
9,0.90093166,0.7582804,0.11435529679334307,0.02445331435908236,0.21383630706038145
10,0.8796921,0.7328845,0.09064080080502634,0.017439762045716758,0.19240520704611497
11,0.92089933,0.77089715,0.15364349261642674,0.06593761247907227,0.42915981247371476
12,0.878978,0.7346904,0.07597321312865518,0.03610311762031259,0.47520851275797105
13,0.88559294,0.7340129,0.16755172939478746,0.035884253757040976,0.21416820874758058
14,0.89212286,0.7403079,0.08648612048731943,0.09371950066905993,1.083636312288988
15,0.9026322,0.7502574,0.15798935272981368,0.06202820107798675,0.39261000824571135
16,0.919068,0.7686155,0.12329980648329196,0.06883547736913927,0.5582772538938817
17,0.9080947,0.76491934,0.1218539704843889,0.08113964572521477,0.6658760925283911
18,0.8746732,0.7343916,0.061339406587062315,0.03764634924307307,0.6137383997942593
19,0.8907544,0.7556753,0.1457478604084869,0.04799488670983464,0.329300797797783
20,0.86592364,0.73440677,0.07703846047118654,0.0374609174300325,0.48626253952781684
