Experiment#,GroupR,IndividualR,Concept1,Concept2,ConceptRatio
1,0.9315915,0.77951604,0.16490388806233416,0.037720326327104634,0.22874127936174699
2,0.8718072,0.7231818,0.15594214083209781,0.10362880673141076,0.6645336929354293
3,0.9039979,0.7671944,0.1669417140430258,0.03274081314651765,0.19612122311191427
4,0.89556074,0.74522907,0.09695764328010785,0.04394514142111317,0.45324061037825475
5,0.88835144,0.7530588,0.07439153228793265,0.03963597167881104,0.5328021948170109
6,0.9133624,0.758006,0.17452040827817666,0.049389615570474804,0.2830019483552334
7,0.87893856,0.7492496,0.06571262303257319,0.015671347178578703,0.23848305630427427
8,0.89338744,0.7335903,0.15199794432517022,0.04583466157927142,0.30154790436650264
9,0.911891,0.75732714,0.12472885129105399,0.041145915922943616,0.329882905976019
10,0.9044349,0.7509871,0.20346512550930457,0.03366904123892822,0.16547819266151592
11,0.81630784,0.6794548,0.06709138619760725,0.014809473369441339,0.2207358382165832
12,0.91364944,0.75995654,0.1549174576159715,0.031059401189231714,0.2004900007217107
13,0.89390993,0.74610525,0.13482124232984657,0.03245675534955715,0.24073918018163754
14,0.87146807,0.734479,0.06742829900053378,0.05753682726749719,0.8533038519485967
15,0.87474483,0.73553395,0.09129693152679491,0.01848237492459058,0.2024424546970251
16,0.87128127,0.735689,0.12083270133858043,0.08075776134373117,0.6683435895175687
17,0.74124897,0.6318483,0.015185564280441759,0.00463640834859433,0.3053168300479812
18,0.89353615,0.7511784,0.10793837320944284,0.039473923763820376,0.3657079738197041
19,0.87102747,0.745746,0.05916915247078671,0.009886995576108025,0.16709713023166053
20,0.9252768,0.7723405,0.16057057942264819,0.07120314222563123,0.44343828415922226
