Experiment#,GroupR,IndividualR,Concept1,Concept2,ConceptRatio
1,0.90455043,0.7424451,0.15014487578206687,0.07516247680099858,0.5005996802055093
2,0.8592812,0.7120779,0.13290546488616692,0.08981470694231967,0.6757788855352612
3,0.9193996,0.74174595,0.10304875088639853,0.12127963654320452,1.1769151542351426
4,0.90218014,0.7524708,0.09550644245234544,0.05911744540586764,0.6189890847977643
5,0.8602699,0.71692854,0.11600621277672776,0.05969593555842845,0.5145925733591759
6,0.87039,0.72789013,0.08039542348696341,0.051064595891287354,0.6351679445978387
7,0.8551511,0.71162146,0.13182378014456134,0.05150158459555697,0.3906850838223499
8,0.83363307,0.6935016,0.039456754971906406,0.0761467885057934,1.9298796507723621
9,0.9013962,0.7438019,0.10493818426289797,0.07735849723041113,0.7371815871771479
10,0.89923847,0.74748677,0.05985269477176682,0.07149909026556106,1.194584313007206
11,0.8508257,0.712018,0.11144036628605354,0.07192773267748322,0.6454369729264321
12,0.8871974,0.74293864,0.059609096589998106,0.062494593730539276,1.0484069933216422
13,0.88698804,0.72610724,0.09946605594939964,0.07643058666944771,0.7684087394430265
14,0.9136532,0.7527837,0.11323150851569644,0.04316467165889399,0.38120724721167515
15,0.88897645,0.74262345,0.11290359537015701,0.08977062243088155,0.7951086246329581
16,0.8406387,0.7001072,0.10503714335037372,0.03949212655356197,0.37598248861193406
17,0.89974105,0.74412835,0.17047161676507513,0.0465505052564064,0.27306894918792896
18,0.8948853,0.75136167,0.08762419630573853,0.06462327073812384,0.7375048612444921
19,0.89260596,0.73902583,0.1189667667418193,0.08297889290685775,0.6974964116402177
20,0.92081344,0.7568642,0.08515890696688709,0.0830141802177584,0.9748150037909407
