Experiment#,GroupR,IndividualR,Concept1,Concept2,ConceptRatio
1,0.8818779,0.7253278,0.12942430705478128,0.03771384593325533,0.291396931468926
2,0.91618407,0.7707086,0.14637744888689308,0.029715300132888856,0.20300463192147913
3,0.8848292,0.7479088,0.10056971588333272,0.018136468165392914,0.18033727157420207
4,0.9235956,0.7713381,0.21139869139525863,0.030779228043101767,0.14559800649642102
5,0.88342094,0.7397891,0.08980430882289459,0.056881919411969885,0.6333985546745668
6,0.88386,0.7343655,0.11791225406438742,0.06237969010914694,0.5290348369990769
7,0.8613999,0.73195624,0.08339238870110485,0.013278444702545819,0.15922849686124765
8,0.88214,0.7433757,0.12543031406229138,0.023819534598949692,0.18990253494159634
9,0.8904848,0.74473554,0.15130510013895182,0.021282023411710413,0.14065635191520945
10,0.9136189,0.76454526,0.11575790133165165,0.04406399253359253,0.38065645650699204
11,0.8777944,0.7444393,0.06764144772415098,0.029538420426575805,0.43669113273619786
12,0.85325474,0.71880585,0.10879060897595455,0.047005800330997036,0.4320759004243325
13,0.91512996,0.7707251,0.18097065999386241,0.027265810778251916,0.1506642611524798
14,0.86789095,0.72790724,0.083822348470116,0.030373390050746553,0.36235431964275194
15,0.9180807,0.768784,0.17676958177167662,0.037004493520222184,0.20933745019558184
16,0.8839927,0.7328977,0.1014621594401599,0.036675055868684976,0.3614653588199559
17,0.89714557,0.76323473,0.10484591382783084,0.019540410850893496,0.18637265046858303
18,0.88662255,0.75491506,0.13374740313685224,0.029328308754961032,0.21928133232577152
19,0.9174277,0.75975764,0.12998637045528316,0.09910826778591779,0.7624512280694243
20,0.89369136,0.7469101,0.11809918014606807,0.02702980827566468,0.22887380117485595
